timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
717.783,-0.0543,0.1604,0.0052,11623.5001,-107.07,1
717.796,-0.05,0.4243,0.0162,11621.2748,255.0,1
717.806,-0.0456,0.384,-0.0082,11619.0495,255.0,1
717.816,-0.0445,0.1156,0.0049,11616.8242,-107.52,1
717.823,-0.0412,0.3436,0.0049,11614.5989,255.0,1
717.833,-0.0401,0.2094,0.0024,11612.3736,131.07,1
717.846,-0.0401,-0.0055,0.0176,11610.1484,-208.81,1
717.856,-0.038,0.2094,-0.0222,11608.054,140.6,1
717.866,-0.038,-0.0545,-0.0051,11605.8287,-247.72,1
717.874,-0.0391,-0.0731,0.0024,11603.7343,-255.0,1
717.884,-0.038,0.0611,-0.0227,11601.509,-131.86,1
717.896,-0.0401,-0.2105,0.0068,11599.4146,-255.0,1
717.906,-0.0412,-0.0589,0.0105,11597.0584,-255.0,1
717.917,-0.0412,0.0153,-0.0115,11594.964,-192.49,1
717.924,-0.0434,-0.2411,0.0077,11592.7387,-255.0,1
717.934,-0.0434,0.0033,0.0049,11590.5134,-214.31,1
717.946,-0.0434,0.0044,-0.0225,11588.2881,-213.29,1
717.956,-0.0456,-0.2083,0.0112,11586.0628,-255.0,1
717.967,-0.0445,0.0742,-0.0005,11583.7066,-148.67,1
717.974,-0.0445,-0.0415,-0.0286,11581.6122,-255.0,1
717.984,-0.0467,-0.1691,0.015,11579.256,-255.0,1
717.997,-0.0456,0.1287,-0.022,11576.8998,-99.42,1
718.007,-0.0456,-0.0742,-0.008,11574.6745,-255.0,1
718.017,-0.0467,-0.096,0.0115,11572.3183,-255.0,1
718.024,-0.0456,0.1702,-0.0328,11570.093,67.31,1
718.034,-0.0467,-0.1233,0.007,11567.7368,-255.0,1
718.047,-0.0467,-0.06,0.0136,11565.3807,-255.0,1
718.057,-0.0456,0.1909,-0.0168,11563.0245,88.47,1
718.067,-0.0467,-0.1702,0.0082,11560.6683,-255.0,1
718.074,-0.0467,0.0055,0.0143,11558.3121,-228.74,1
718.084,-0.0456,0.1451,-0.0337,11556.0868,-84.15,1
718.097,-0.0467,-0.1484,0.0079,11553.5997,-255.0,1
718.107,-0.0467,0.0316,-0.0253,11551.2435,-202.92,1
718.117,-0.0467,-0.0011,-0.0033,11549.0182,-235.54,1
718.124,-0.0467,-0.0742,0.0154,11546.5311,-255.0,1
718.134,-0.0467,0.0742,-0.0253,11544.1749,-160.61,1
718.147,-0.0478,-0.1124,0.0093,11541.8187,-255.0,1
718.157,-0.0478,0.0207,0.0185,11539.3316,-219.2,1
718.167,-0.0467,0.072,-0.0375,11536.9754,-163.2,1
718.174,-0.0478,-0.1713,0.0225,11534.4883,-255.0,1
718.184,-0.0467,0.1145,-0.0215,11532.1321,-120.93,1
718.197,-0.0467,-0.0065,-0.0148,11529.645,-242.11,1
718.207,-0.0478,-0.1025,0.0148,11527.1579,-255.0,1
718.217,-0.0467,0.1222,-0.0276,11524.8017,-113.71,1
718.224,-0.0478,-0.1309,0.0054,11522.3147,-255.0,1
718.234,-0.0478,0.024,0.0237,11519.8276,-217.05,1
718.247,-0.0478,0.0524,-0.0356,11517.4714,-188.69,1
718.257,-0.0489,-0.1484,0.0244,11514.8534,-255.0,1
718.267,-0.0489,0.0644,-0.0283,11512.4972,-181.94,1
718.274,-0.0489,-0.0589,-0.0091,11509.8792,-255.0,1
718.284,-0.05,-0.0556,-0.0113,11507.3921,-255.0,1
718.297,-0.0489,0.0873,-0.0171,11504.905,-159.53,1
718.307,-0.05,-0.12,0.0079,11502.4179,-255.0,1
718.317,-0.0489,0.0927,0.0098,11499.9308,-154.18,1
718.325,-0.0489,-0.0393,0.0017,11497.3128,-255.0,1
718.335,-0.05,-0.0545,0.0197,11494.6948,-255.0,1
718.347,-0.0489,0.0687,-0.0314,11492.2077,-178.92,1
718.357,-0.05,-0.096,-0.0049,11489.5897,-255.0,1
718.367,-0.0489,0.1113,-0.0297,11486.9717,-136.77,1
718.376,-0.0489,0.0033,-0.0061,11484.3537,-245.01,1
718.387,-0.0489,-0.0218,0.0213,11481.8667,-255.0,1
718.397,-0.0489,0.0622,-0.0255,11479.2487,-186.12,1
718.407,-0.0489,-0.0665,0.0169,11476.6307,-255.0,1
718.418,-0.0489,0.0851,-0.0187,11474.0127,-163.59,1
718.425,-0.0489,-0.0305,-0.0072,11471.2638,-255.0,1
718.435,-0.0478,0.0425,-0.015,11468.6458,-201.85,1
718.447,-0.0478,0.036,-0.0063,11466.0278,-208.44,1
718.457,-0.0478,-0.036,0.0101,11463.4098,-255.0,1
718.468,-0.0478,0.1036,-0.0119,11460.6609,-141.08,1
718.475,-0.0478,-0.0207,0.0091,11458.0429,-255.0,1
718.485,-0.0467,0.0393,-0.0093,11455.4249,-200.69,1
718.498,-0.0467,0.0207,-0.0075,11452.5451,-219.61,1
718.508,-0.0467,0.0251,0.0098,11449.9271,-215.56,1
718.518,-0.0467,0.036,-0.0054,11447.3091,-204.51,1
718.525,-0.0467,-0.0502,0.0087,11444.5602,-255.0,1
718.535,-0.0456,0.0818,-0.0105,11441.8113,-154.15,1
718.548,-0.0467,-0.0447,-0.0084,11439.0625,-255.0,1
718.558,-0.0456,0.0524,-0.0136,11436.3136,-184.04,1
718.568,-0.0456,-0.0055,-0.0073,11433.5647,-242.02,1
718.575,-0.0456,0.0142,0.0098,11430.9467,-222.32,1
718.585,-0.0456,0.0109,-0.007,11428.0669,-225.74,1
718.598,-0.0456,0.0044,0.0106,11425.318,-232.63,1
718.608,-0.0445,0.0687,-0.0117,11422.5691,-163.44,1
718.618,-0.0456,-0.0469,-0.0096,11419.8202,-255.0,1
718.625,-0.0445,0.0785,-0.0096,11417.0713,-153.74,1
718.635,-0.0445,-0.0142,-0.0079,11414.1915,-246.72,1
718.648,-0.0445,0.0262,0.0058,11411.4426,-206.58,1
718.658,-0.0445,-0.0076,-0.0038,11408.5628,-240.58,1
718.668,-0.0445,0.012,0.0016,11405.8139,-221.1,1
718.675,-0.0434,0.0502,-0.0014,11403.065,-177.92,1
718.685,-0.0445,-0.0185,-0.0047,11400.1852,-251.7,1
718.698,-0.0434,0.0425,-0.0075,11397.4363,-185.83,1
718.708,-0.0445,-0.036,-0.0038,11394.5566,-255.0,1
718.718,-0.0434,0.0698,-0.0084,11391.6768,-158.97,1
718.725,-0.0434,-0.0338,-0.001,11388.797,-255.0,1
718.735,-0.0434,0.0382,-0.0091,11386.0481,-190.86,1
718.748,-0.0434,0.0011,-0.0063,11383.0374,-228.17,1
