timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
34.857,-0.05,-15.435485229432386,0.091673260456911,-1784.0319,-255.0,1
34.864,-0.0521,-13.56191296884427,0.3380451479348593,-1783.901,-255.0,1
34.874,-0.0543,-14.873986509133807,0.1375098906853664,-1783.7701,-255.0,1
34.887,-0.0565,-10.685664422008688,0.1375098906853664,-1783.5083,-255.0,1
34.897,-0.0587,-10.81171515513694,0.0515662090070124,-1783.3774,-255.0,1
34.907,-0.0598,-10.061140335145982,-0.0515662090070124,-1783.2465,-255.0,1
34.914,-0.062,-8.06151734142961,-0.0401070514498985,-1783.2465,-255.0,1
34.924,-0.0631,-8.749066794856443,0.0802141028997971,-1783.1156,-255.0,1
34.937,-0.0641,-5.311319527722281,0.091673260456911,-1783.1156,-255.0,1
34.947,-0.0652,-5.87281824802086,0.2005352572494927,-1783.1156,-255.0,1
34.958,-0.0652,-4.434693974603069,-0.0,-1783.1156,-255.0,1
34.964,-0.0663,-2.3147498265370023,0.1489690482424803,-1783.1156,-252.45,1
34.974,-0.0663,-2.5611217140149507,-0.0,-1783.1156,-254.57,1
34.988,-0.0663,-0.3151268328206315,0.0171887363356708,-1783.1156,-234.88,1
34.997,-0.0663,-0.9396509196833376,0.0802141028997971,-1783.2465,-240.24,1
35.008,-0.0663,0.1890760996923789,0.0515662090070124,-1783.3774,-230.27,1
35.015,-0.0663,1.186022807161286,0.091673260456911,-1783.3774,-221.54,1
35.028,-0.0663,1.002676286247464,0.0974028392354679,-1783.5083,-223.25,1
35.038,-0.0652,2.9392739133997083,0.0401070514498985,-1783.7701,-202.15,1
35.048,-0.0641,3.002299279963835,0.0974028392354679,-1783.901,-197.39,1
35.058,-0.0641,3.873195254304489,0.0515662090070124,-1784.0319,-189.83,1
35.065,-0.0631,3.936220620868616,0.0286478938927846,-1784.2937,-185.04,1
35.075,-0.062,4.062271353996868,0.177616942135265,-1784.4246,-179.69,1
35.086,-0.062,3.747144521176237,-0.0515662090070124,-1784.6864,-182.51,1
35.098,-0.0609,4.314372820253374,0.0687549453426832,-1784.8173,-173.31,1
35.108,-0.0598,3.374721900570036,0.0515662090070124,-1785.0791,-177.2,1
35.115,-0.0598,2.624147080579077,0.1375098906853664,-1785.3409,-183.86,1
35.128,-0.0587,1.1229974405971597,0.1088619967925818,-1785.6027,-192.69,1
35.138,-0.0587,0.8766255531192113,0.1203211543496956,-1785.8645,-194.95,1
35.148,-0.0587,-0.5614987202985798,0.0171887363356708,-1786.1263,-207.58,1
35.158,-0.0587,-1.5641750065460438,-0.0,-1786.3881,-216.37,1
35.165,-0.0587,-1.5011496399819175,0.0171887363356708,-1786.6499,-215.89,1
35.175,-0.0587,-3.2486711674417834,-0.0,-1787.0426,-231.27,1
35.187,-0.0598,-2.5611217140149507,0.1203211543496956,-1787.3044,-229.73,1
35.198,-0.0598,-2.2517244599728765,0.1088619967925818,-1787.5662,-227.03,1
35.208,-0.0598,-3.747144521176237,0.0114591575571138,-1787.9589,-240.2,1
35.215,-0.0609,-3.374721900570036,0.2177239935851636,-1788.3516,-241.42,1
35.225,-0.0609,-1.9365976271522445,0.0286478938927846,-1788.7443,-228.99,1
35.238,-0.062,-3.1226204343135304,-0.0,-1789.0061,-243.76,1
35.248,-0.062,-1.5641750065460438,-0.091673260456911,-1789.5297,-230.22,1
35.258,-0.062,-0.8766255531192113,0.0114591575571138,-1789.9224,-224.36,1
35.265,-0.062,-0.9396509196833376,0.2177239935851636,-1790.3151,-224.97,1
35.278,-0.062,-1.0599720740330332,-0.0171887363356708,-1790.8387,-226.17,1
35.288,-0.062,1.0599720740330332,-0.0572957877855693,-1791.2314,-207.73,1
35.298,-0.062,-1.9365976271522445,0.1890760996923789,-1791.755,-234.0,1
35.308,-0.062,0.1260507331282526,0.0572957877855693,-1792.2786,-216.13,1
35.315,-0.062,0.3724226206062009,-0.0286478938927846,-1792.8022,-214.07,1
35.325,-0.062,-1.810546894023992,0.0802141028997971,-1793.3258,-233.26,1
35.338,-0.062,1.5011496399819175,0.0687549453426832,-1793.9803,-204.5,1
35.348,-0.062,-1.5011496399819175,-0.0114591575571138,-1794.5039,-230.81,1
35.359,-0.062,0.3151268328206315,-0.1604282057995942,-1795.0275,-215.05,1
35.365,-0.062,-0.1260507331282526,0.1890760996923789,-1795.682,-218.97,1
35.375,-0.062,1.6902257396742963,0.0515662090070124,-1796.2056,-203.25,1
35.388,-0.062,-0.0630253665641263,-0.0515662090070124,-1796.8601,-218.6,1
35.398,-0.0609,1.5641750065460438,-0.0,-1797.5146,-200.19,1
35.409,-0.0609,0.2521014662565052,-0.0515662090070124,-1798.1691,-211.76,1
35.416,-0.062,-1.002676286247464,0.3208564115991885,-1798.8236,-227.14,1
35.429,-0.062,-0.813600186555085,0.0114591575571138,-1799.4781,-225.59,1
35.439,-0.062,-1.186022807161286,0.0171887363356708,-1800.1326,-228.94,1
35.449,-0.062,-3.0653246465279613,0.091673260456911,-1800.7871,-245.37,1
35.459,-0.062,-0.9396509196833376,0.0687549453426832,-1801.5725,-226.96,1
35.466,-0.062,-0.813600186555085,0.2119944148066066,-1802.227,-225.97,1
35.476,-0.0631,-2.1256737268446235,0.177616942135265,-1803.0124,-241.89,1
35.489,-0.0631,-0.3151268328206315,0.1718873633567081,-1803.7978,-226.22,1
35.499,-0.0631,-0.6875494534268325,-0.0515662090070124,-1804.5832,-229.62,1
35.509,-0.0631,-1.9365976271522445,0.1088619967925818,-1805.3686,-240.64,1
35.516,-0.0631,-1.999622993716371,0.0171887363356708,-1806.2849,-241.35,1
35.526,-0.0641,-1.999622993716371,0.1088619967925818,-1807.0703,-245.86,1
35.538,-0.0641,-2.1256737268446235,-0.1489690482424803,-1807.8557,-247.01,1
35.549,-0.0641,0.4354479871703272,-0.2177239935851636,-1808.6411,-224.7,1
35.559,-0.0641,-0.4354479871703272,0.1604282057995942,-1809.5574,-232.45,1
35.566,-0.0641,0.1260507331282526,0.2005352572494927,-1810.4737,-227.71,1
35.579,-0.0641,0.4354479871703272,-0.1317803119068095,-1811.39,-225.13,1
35.589,-0.0641,-0.3724226206062009,0.3323155691563023,-1812.3063,-232.35,1
35.599,-0.0641,-0.9396509196833376,-0.1890760996923789,-1813.2226,-237.36,1
35.609,-0.0641,-0.6245240868627061,0.1203211543496956,-1814.2698,-234.81,1
35.616,-0.0641,-0.3151268328206315,-0.2291831511422774,-1815.1861,-232.22,1
35.626,-0.0641,1.186022807161286,0.0114591575571138,-1816.1024,-219.19,1
35.639,-0.0631,1.375098906853665,0.3323155691563023,-1817.1496,-213.31,1
35.649,-0.0631,-0.0630253665641263,-0.1375098906853664,-1818.1967,-226.03,1
35.659,-0.0631,-0.6245240868627061,0.2807493601492899,-1819.2439,-231.1,1
35.666,-0.0641,-1.5641750065460438,-0.0,-1820.2911,-243.78,1
35.676,-0.0641,-0.813600186555085,-0.0,-1821.2074,-237.27,1
35.689,-0.0641,-0.4354479871703272,0.0802141028997971,-1822.2546,-234.04,1
35.699,-0.0641,-0.6875494534268325,0.177616942135265,-1823.4327,-236.41,1
35.709,-0.0641,-0.4354479871703272,-0.0401070514498985,-1824.6108,-234.47,1
35.716,-0.0641,-3.1226204343135304,0.2005352572494927,-1825.658,-255.0,1
35.726,-0.0641,-2.9392739133997083,0.0286478938927846,-1826.7052,-255.0,1
35.738,-0.0652,-2.9392739133997083,0.0286478938927846,-1827.8833,-255.0,1
35.749,-0.0652,-1.186022807161286,-0.0515662090070124,-1829.0614,-245.82,1
35.759,-0.0652,-1.1229974405971597,0.0687549453426832,-1830.2395,-245.43,1
35.766,-0.0652,-1.1229974405971597,0.2406423086993913,-1831.4176,-245.56,1
35.776,-0.0663,-1.9365976271522445,0.0802141028997971,-1832.7266,-255.0,1
35.789,-0.0663,-1.9365976271522445,0.2177239935851636,-1833.9047,-255.0,1
35.799,-0.0663,1.375098906853665,-0.0,-1835.0828,-228.54,1
35.81,-0.0663,0.8766255531192113,-0.0,-1836.3918,-233.05,1
35.816,-0.0663,-3.5007726336982885,-0.0,-1837.7008,-255.0,1
35.826,-0.0674,-2.75019781370733,0.2922085177064038,-1839.0098,-255.0,1
35.839,-0.0674,-0.7505748199909588,-0.0401070514498985,-1840.3188,-252.14,1
35.85,-0.0663,1.375098906853665,-0.0401070514498985,-1841.6278,-229.36,1
35.86,-0.0663,1.375098906853665,-0.0401070514498985,-1842.9368,-229.48,1
35.867,-0.0674,-4.434693974603069,-0.0,-1844.3767,-255.0,1
35.877,-0.0685,-3.810169887740363,0.2979380964849607,-1845.6857,-255.0,1
35.89,-0.0685,-0.0630253665641263,0.1489690482424803,-1847.1256,-251.25,1
35.9,-0.0674,2.0626483602804973,0.0171887363356708,-1848.5655,-228.56,1
35.91,-0.0674,0.7505748199909588,-0.1317803119068095,-1850.0054,-240.2,1
35.917,-0.0685,-5.87281824802086,0.3380451479348593,-1851.4453,-255.0,1
35.927,-0.0696,-5.001922273680206,0.2578310450350621,-1852.8852,-255.0,1
35.94,-0.0696,1.375098906853665,-0.2119944148066066,-1854.3251,-243.89,1
35.95,-0.0685,0.7505748199909588,0.2979380964849607,-1855.765,-245.09,1
35.96,-0.0696,-1.9365976271522445,0.2177239935851636,-1857.3358,-255.0,1
35.967,-0.0707,-6.812469167704198,-0.0401070514498985,-1858.7757,-255.0,1
35.977,-0.0707,-3.999245987432742,0.7505748199909588,-1860.3464,-255.0,1
35.99,-0.0707,1.186022807161286,-0.5099325112915674,-1861.9172,-250.71,1
36.0,-0.0718,-1.9365976271522445,0.0687549453426832,-1863.488,-255.0,1
