timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
74.665,-0.0685,-7.75,-0.62,-167.4207,-255.0,1
74.674,-0.0729,-22.375,-0.4,-167.9443,-255.0,1
74.685,-0.075,-15.25,-0.09,-168.337,-255.0,1
74.693,-0.0761,-7.75,-0.2,-168.7297,-255.0,1
74.703,-0.0794,-18.25,0.1,-169.1224,-255.0,1
74.715,-0.0827,-17.875,0.03,-169.646,-255.0,1
74.725,-0.0849,-13.0,-0.25,-170.1696,-255.0,1
74.735,-0.0881,-17.875,-0.17,-170.5623,-255.0,1
74.743,-0.0914,-21.6875,-0.1,-171.0859,-255.0,1
74.753,-0.0947,-18.5625,-0.3,-171.7404,-255.0,1
74.765,-0.098,-19.375,-0.02,-172.264,-255.0,1
74.775,-0.1023,-25.1875,-0.29,-172.7876,-255.0,1
74.785,-0.1056,-22.875,-0.5,-173.3112,-255.0,1
74.793,-0.11,-25.0,0.22,-173.9657,-255.0,1
74.803,-0.1143,-27.375,-0.37,-174.4893,-255.0,1
74.815,-0.1198,-29.0625,-0.22,-175.1438,-255.0,1
74.825,-0.1252,-30.75,-0.27,-175.7983,-255.0,1
74.834,-0.1307,-35.4375,-0.36,-176.4528,-255.0,1
74.843,-0.1372,-37.75,0.23,-177.1073,-255.0,1
74.853,-0.1438,-42.125,-0.32,-177.7618,-255.0,1
74.865,-0.1525,-45.9375,0.24,-178.4163,-255.0,1
74.875,-0.1601,-50.3125,-0.4,-179.2017,-255.0,1
74.885,-0.17,-53.6875,-0.11,-179.8562,-255.0,1
74.893,-0.1798,-58.375,-0.1,-180.6416,-255.0,1
74.903,-0.1907,-63.8125,-0.24,-181.2961,-255.0,1
74.915,-0.2016,-69.5625,0.04,-182.0815,-255.0,1
