timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
489.975,0.0024,-1.375,-0.09,-2496.9117,-108.83,1
489.985,0.0013,-2.125,-0.71,-2494.9482,-188.71,1
489.992,-0.0009,-15.875,0.25,-2492.9847,-255.0,1
490.002,-0.002,-3.5,0.12,-2491.0212,-255.0,1
490.015,-0.002,-0.3125,-0.67,-2489.0577,96.69,1
490.025,-0.0041,-13.6875,0.06,-2486.9633,-255.0,1
490.035,-0.0052,-8.8125,-0.36,-2485.1307,-255.0,1
490.042,-0.0052,4.3125,-0.36,-2483.1672,255.0,1
490.052,-0.0063,-11.125,0.16,-2481.2037,-255.0,1
490.065,-0.0085,-12.5625,0.47,-2479.3711,-255.0,1
490.075,-0.0074,5.25,-0.25,-2477.4076,255.0,1
490.085,-0.0096,-6.6875,-0.03,-2475.4441,-255.0,1
490.093,-0.0118,-17.25,0.41,-2473.6115,-255.0,1
490.103,-0.0107,4.625,-0.06,-2471.648,255.0,1
490.115,-0.0118,-4.4375,0.19,-2469.8154,-255.0,1
490.125,-0.0151,-19.125,-0.21,-2467.8519,-255.0,1
490.135,-0.0161,-2.5625,0.06,-2466.0193,-255.0,1
490.143,-0.0161,-3.375,-0.26,-2464.1867,-255.0,1
490.153,-0.0194,-18.8125,-0.44,-2462.3541,-255.0,1
490.165,-0.0216,-10.4375,0.67,-2460.5215,-255.0,1
490.175,-0.0216,-0.5,-0.02,-2458.689,-127.34,1
490.185,-0.0238,-14.375,-0.38,-2456.8564,-255.0,1
490.193,-0.026,-16.3125,0.74,-2455.0238,-255.0,1
490.203,-0.0271,-1.8125,-0.01,-2453.3221,-255.0,1
490.215,-0.0281,-6.8125,-0.5,-2451.4895,-255.0,1
490.225,-0.0314,-18.75,0.25,-2449.7878,-255.0,1
490.235,-0.0325,-7.125,-0.21,-2447.9552,-255.0,1
490.243,-0.0325,-4.5,-0.01,-2446.2535,-255.0,1
490.253,-0.0358,-14.5625,0.15,-2444.5518,-255.0,1
490.266,-0.038,-12.625,0.46,-2442.8501,-255.0,1
490.276,-0.038,-5.375,0.18,-2441.1484,-255.0,1
490.286,-0.0401,-9.9375,-0.47,-2439.5776,-255.0,1
490.293,-0.0423,-14.8125,0.06,-2437.8759,-255.0,1
490.303,-0.0445,-9.125,-0.06,-2436.1742,-255.0,1
490.316,-0.0456,-10.0,0.29,-2434.6034,-255.0,1
490.326,-0.0478,-12.75,-0.27,-2433.0326,-255.0,1
490.336,-0.05,-12.5,0.39,-2431.4618,-255.0,1
490.343,-0.0521,-12.625,-0.09,-2429.891,-255.0,1
490.353,-0.0543,-14.8125,0.15,-2428.3202,-255.0,1
490.366,-0.0576,-14.0625,-0.12,-2426.7494,-255.0,1
490.376,-0.0598,-14.1875,0.36,-2425.1786,-255.0,1
490.386,-0.0631,-19.625,-0.16,-2423.7387,-255.0,1
490.393,-0.0663,-18.4375,0.2,-2422.1679,-255.0,1
490.403,-0.0685,-16.0,-0.21,-2420.728,-255.0,1
490.416,-0.0718,-20.8125,0.29,-2419.2881,-255.0,1
490.426,-0.0772,-27.5,-0.24,-2417.7173,-255.0,1
490.436,-0.0805,-24.0,0.43,-2416.4083,-255.0,1
490.443,-0.0849,-23.3125,0.17,-2414.9685,-255.0,1
490.453,-0.0903,-28.75,-0.33,-2413.5286,-255.0,1
490.466,-0.0958,-36.9375,0.25,-2412.0887,-255.0,1
490.476,-0.1023,-34.875,0.15,-2410.6488,-255.0,1
490.486,-0.1078,-33.4375,-0.0,-2409.3398,-255.0,1
490.494,-0.1143,-40.4375,-0.61,-2408.0308,-255.0,1
490.504,-0.123,-49.0625,0.38,-2406.5909,-255.0,1
490.516,-0.1307,-50.9375,-0.15,-2405.2819,-255.0,1
490.526,-0.1405,-52.375,-0.39,-2403.9729,-255.0,1
490.536,-0.1492,-55.0,0.14,-2402.6639,-255.0,1
490.544,-0.1612,-68.0,-0.58,-2401.3549,-255.0,1
490.554,-0.1732,-73.6875,0.48,-2400.0459,-255.0,1
490.566,-0.1874,-80.9375,0.24,-2398.8678,-255.0,1
490.576,-0.2005,-77.4375,-0.33,-2397.6897,-255.0,1
