timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
251.424,-0.0336,0.0625,0.28,-8554.5568,-218.01,1
251.434,-0.0358,-10.5625,-0.16,-8555.3422,-255.0,1
251.444,-0.0347,2.875,-0.17,-8555.9967,152.63,1
251.452,-0.0358,-1.9375,-0.01,-8556.6512,-255.0,1
251.462,-0.0369,-12.0625,0.34,-8557.4366,-255.0,1
251.474,-0.0369,2.9375,-0.41,-8558.222,149.07,1
251.484,-0.038,-4.1875,-0.11,-8559.0074,-255.0,1
251.494,-0.0401,-12.1875,0.41,-8559.7928,-255.0,1
251.502,-0.0401,0.5625,-0.36,-8560.4473,-197.62,1
251.512,-0.0401,-2.125,-0.02,-8561.2327,-255.0,1
251.524,-0.0412,-9.75,-0.18,-8562.0181,-255.0,1
251.535,-0.0412,4.75,-0.01,-8562.8035,255.0,1
251.544,-0.0401,3.0,-0.48,-8563.5889,140.77,1
251.552,-0.0412,-4.9375,0.14,-8564.3743,-255.0,1
251.562,-0.0401,3.5625,-0.13,-8565.2906,197.15,1
251.574,-0.0401,0.875,-0.36,-8566.076,-166.75,1
251.584,-0.0412,-8.125,0.08,-8566.8614,-255.0,1
251.594,-0.0412,5.5,-0.06,-8567.6468,255.0,1
251.602,-0.0401,2.3125,-0.46,-8568.5631,72.27,1
251.612,-0.0423,-11.375,-0.26,-8569.3485,-255.0,1
251.625,-0.0412,3.75,0.3,-8570.1339,211.14,1
251.634,-0.0412,2.125,-0.83,-8570.9193,48.61,1
251.645,-0.0434,-12.1875,-0.42,-8571.7047,-255.0,1
251.652,-0.0445,-3.8125,0.23,-8572.621,-255.0,1
251.662,-0.0445,-0.5,-0.43,-8573.4064,-255.0,1
251.674,-0.0467,-14.9375,-0.26,-8574.1917,-255.0,1
251.684,-0.0478,-6.5,-0.22,-8575.108,-255.0,1
251.695,-0.0467,4.4375,-0.14,-8575.8934,255.0,1
251.703,-0.0478,-6.5,-0.11,-8576.8097,-255.0,1
251.713,-0.05,-9.6875,-0.0,-8577.726,-255.0,1
251.725,-0.05,1.5625,0.06,-8578.6423,-142.72,1
251.735,-0.05,-5.0,-0.43,-8579.5586,-255.0,1
251.745,-0.0521,-9.5,-0.09,-8580.344,-255.0,1
251.753,-0.0511,5.3125,0.23,-8581.2603,255.0,1
251.763,-0.0511,-1.0,0.28,-8582.1766,-255.0,1
251.775,-0.0521,-8.25,-0.0,-8583.2238,-255.0,1
251.785,-0.0521,2.0625,-0.36,-8584.1401,-102.95,1
251.795,-0.0521,-1.8125,0.09,-8585.0564,-255.0,1
251.803,-0.0543,-11.9375,-0.01,-8585.9727,-255.0,1
251.813,-0.0532,5.0,-0.04,-8586.889,255.0,1
251.825,-0.0543,-3.375,-0.57,-8587.9362,-255.0,1
251.835,-0.0554,-8.625,-0.29,-8588.8525,-255.0,1
251.845,-0.0554,3.625,-0.14,-8589.8997,135.64,1
251.853,-0.0554,-3.8125,-0.08,-8590.816,-255.0,1
251.863,-0.0576,-12.9375,-0.32,-8591.8632,-255.0,1
251.875,-0.0576,0.5625,-0.26,-8592.7795,-255.0,1
251.885,-0.0587,-2.0,-0.47,-8593.8267,-255.0,1
251.895,-0.0609,-16.125,0.28,-8594.8739,-255.0,1
251.903,-0.0609,0.3125,-0.1,-8595.7902,-255.0,1
251.913,-0.0609,0.375,-0.12,-8596.9683,-255.0,1
251.925,-0.0631,-9.8125,-0.0,-8598.0155,-255.0,1
251.935,-0.0641,-7.9375,-0.1,-8599.0627,-255.0,1
251.945,-0.0631,2.8125,-0.06,-8600.1099,-78.05,1
251.953,-0.0641,-4.125,-0.28,-8601.288,-255.0,1
251.963,-0.0641,-2.3125,-0.08,-8602.3352,-255.0,1
251.975,-0.0641,2.1875,-0.19,-8603.5133,-145.79,1
251.985,-0.0652,-3.0625,-0.28,-8604.6914,-255.0,1
251.995,-0.0663,-6.6875,-0.25,-8605.8695,-255.0,1
252.003,-0.0652,4.5,0.35,-8606.9167,180.03,1
252.013,-0.0652,1.625,-0.55,-8608.0948,-207.32,1
252.025,-0.0663,-7.125,0.27,-8609.4038,-255.0,1
252.035,-0.0663,1.75,-0.33,-8610.5819,-200.11,1
252.045,-0.0663,-3.875,-0.44,-8611.76,-255.0,1
252.053,-0.0685,-9.625,0.38,-8612.9381,-255.0,1
252.063,-0.0674,1.6875,-0.61,-8614.1162,-211.41,1
252.076,-0.0674,1.125,0.09,-8615.4252,-255.0,1
252.086,-0.0696,-13.25,0.07,-8616.6033,-255.0,1
252.096,-0.0707,-4.5,-0.56,-8617.9122,-255.0,1
252.104,-0.0707,-0.75,0.34,-8619.0903,-255.0,1
