timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
178.97,0.0384,0.5625,-0.48,-4765.1416,214.62,1
178.98,0.0384,4.625,-0.09,-4765.927,255.0,1
178.99,0.0428,20.0,-0.51,-4766.7124,255.0,1
178.998,0.0439,8.875,0.16,-4767.3669,255.0,1
179.008,0.0449,9.4375,-0.92,-4768.0214,255.0,1
179.02,0.0471,11.0,0.39,-4768.6758,255.0,1
179.03,0.0493,12.5625,-0.24,-4769.3303,255.0,1
179.04,0.0504,7.125,0.02,-4769.9848,255.0,1
179.048,0.0515,8.6875,-0.03,-4770.6393,255.0,1
179.058,0.0537,8.625,-0.1,-4771.2938,255.0,1
179.07,0.0548,8.0,0.05,-4771.9483,255.0,1
179.08,0.0559,7.75,-0.42,-4772.4719,255.0,1
179.09,0.058,9.375,-0.27,-4772.9955,255.0,1
179.098,0.0591,9.6875,-0.0,-4773.5191,255.0,1
179.108,0.0613,9.3125,-0.23,-4774.0427,255.0,1
179.12,0.0624,9.75,-0.0,-4774.5663,255.0,1
179.13,0.0646,9.5,-0.1,-4775.0899,255.0,1
179.14,0.0657,9.25,-0.1,-4775.6135,255.0,1
179.148,0.0678,10.125,-0.09,-4776.0062,255.0,1
179.158,0.0689,10.75,-0.11,-4776.5298,255.0,1
179.169,0.0711,10.3125,-0.17,-4776.9225,255.0,1
179.179,0.0733,11.6875,-0.1,-4777.4461,255.0,1
179.191,0.0755,12.8125,-0.03,-4777.7079,255.0,1
179.199,0.0777,12.875,-0.17,-4778.2315,255.0,1
179.209,0.0798,15.0,0.05,-4778.4933,255.0,1
179.221,0.0831,15.0625,-0.24,-4778.886,255.0,1
179.23,0.0853,17.4375,-0.03,-4779.2787,255.0,1
179.241,0.0886,19.0625,-0.26,-4779.5405,255.0,1
179.249,0.0918,19.5625,-0.12,-4779.8023,255.0,1
179.259,0.0962,22.75,-0.0,-4780.195,255.0,1
179.271,0.1006,24.0625,-0.08,-4780.4568,255.0,1
179.281,0.1038,24.25,0.06,-4780.7186,255.0,1
179.291,0.1093,28.1875,-0.09,-4780.9804,255.0,1
179.299,0.1148,30.625,-0.1,-4781.1113,255.0,1
179.309,0.1191,30.8125,-0.01,-4781.3731,255.0,1
179.321,0.1257,35.0625,-0.21,-4781.6349,255.0,1
179.33,0.1322,39.6875,-0.0,-4781.7658,255.0,1
179.34,0.1388,42.4375,-0.23,-4782.0276,255.0,1
179.349,0.1475,46.375,-0.25,-4782.1585,255.0,1
179.359,0.1562,51.375,-0.08,-4782.2894,255.0,1
179.371,0.1649,56.4375,-0.13,-4782.4203,255.0,1
179.381,0.1758,60.5,0.05,-4782.5512,255.0,1
179.391,0.1868,66.6875,0.04,-4782.6821,255.0,1
179.399,0.1987,73.25,-0.2,-4782.813,255.0,1
