timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
340.671,0.0275,17.6875,-1.43,-9401.6087,255.0,1
340.681,0.0275,-4.75,3.07,-9398.598,-255.0,1
340.689,0.0286,10.9375,0.98,-9395.5873,255.0,1
340.699,0.0297,1.75,1.81,-9392.5766,255.0,1
340.711,0.0319,16.25,-3.66,-9389.6968,255.0,1
340.721,0.0319,0.9375,-1.09,-9386.6861,255.0,1
340.731,0.0351,15.75,-1.78,-9383.6755,255.0,1
340.739,0.0351,3.5,3.61,-9380.6648,255.0,1
340.749,0.0373,10.0625,-3.06,-9377.6541,255.0,1
340.761,0.0384,5.5625,1.65,-9374.6434,255.0,1
340.771,0.0395,10.6875,-3.31,-9371.5018,255.0,1
340.781,0.0406,5.4375,3.02,-9368.4911,255.0,1
340.789,0.0417,6.375,-1.83,-9365.4804,255.0,1
340.799,0.0439,8.875,3.21,-9362.3388,255.0,1
340.811,0.0439,3.9375,-3.81,-9359.3281,255.0,1
340.821,0.046,9.5,2.0,-9356.1865,255.0,1
340.831,0.046,1.75,0.15,-9353.1758,255.0,1
340.839,0.0482,11.4375,3.37,-9350.0342,255.0,1
340.849,0.0482,-0.0625,-3.15,-9346.8926,255.0,1
340.862,0.0504,11.75,0.83,-9343.7511,255.0,1
340.871,0.0504,-0.875,-3.38,-9340.6095,248.87,1
340.881,0.0526,13.1875,3.33,-9337.4679,255.0,1
340.889,0.0515,-1.0625,-2.21,-9334.3263,235.39,1
340.899,0.0548,14.25,-0.51,-9331.1847,255.0,1
340.911,0.0548,-0.5625,-3.31,-9328.0431,255.0,1
340.922,0.0569,14.4375,2.71,-9324.9015,255.0,1
340.931,0.0569,-0.125,-1.91,-9321.7599,255.0,1
340.94,0.0591,15.8125,-0.59,-9318.4874,255.0,1
340.95,0.0591,0.875,-3.57,-9315.3458,255.0,1
340.961,0.0624,16.5,2.84,-9312.0733,255.0,1
340.97,0.0624,2.75,-1.91,-9308.9317,255.0,1
340.981,0.0657,17.75,-0.61,-9305.6592,255.0,1
340.99,0.0635,4.6875,-3.48,-9302.5176,255.0,1
341.0,0.0678,19.125,3.01,-9299.2452,255.0,1
341.01,0.0689,6.6875,-2.22,-9295.9727,255.0,1
341.022,0.0722,20.625,-0.15,-9292.7002,255.0,1
341.032,0.0733,10.0,-3.19,-9289.5586,255.0,1
341.04,0.0777,22.8125,3.22,-9286.1552,255.0,1
341.05,0.0798,15.625,-3.17,-9283.0136,255.0,1
341.062,0.0842,24.375,1.05,-9279.6102,255.0,1
341.072,0.0875,19.375,-2.93,-9276.3377,255.0,1
341.082,0.0918,26.0,3.8,-9273.0652,255.0,1
341.09,0.0962,25.5625,-3.72,-9269.7927,255.0,1
341.1,0.1006,28.625,-0.63,-9266.3893,255.0,1
341.112,0.106,32.9375,-1.43,-9263.1168,255.0,1
341.122,0.1115,31.9375,2.98,-9259.7134,255.0,1
341.132,0.1191,42.25,-4.25,-9256.441,255.0,1
341.14,0.1257,36.25,-2.65,-9253.0376,255.0,1
341.15,0.1344,52.25,0.49,-9249.7651,255.0,1
341.162,0.1409,42.6875,1.14,-9246.3617,255.0,1
341.172,0.1518,62.5625,-3.27,-9242.9583,255.0,1
341.182,0.1606,51.875,-4.28,-9239.5549,255.0,1
341.19,0.1726,73.5,3.19,-9236.1515,255.0,1
341.2,0.1835,64.3125,-1.91,-9232.879,255.0,1
341.212,0.1987,87.125,2.33,-9229.4756,255.0,1
