timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
95.034,-0.0249,9.125,-0.35,-597.1644,255.0,1
95.044,-0.026,-6.6875,-0.11,-597.5571,-255.0,1
95.052,-0.0303,-22.875,0.17,-598.0807,-255.0,1
95.062,-0.0303,2.0,-0.19,-598.3425,-56.99,1
95.074,-0.0292,3.625,-0.35,-598.8661,200.58,1
95.084,-0.0325,-20.125,-0.21,-599.2588,-255.0,1
95.094,-0.0336,-5.25,0.12,-599.6515,-255.0,1
95.103,-0.0325,7.0625,-0.92,-600.0442,255.0,1
95.113,-0.0347,-16.1875,0.23,-600.4369,-255.0,1
95.124,-0.038,-14.6875,-0.34,-600.8296,-255.0,1
95.135,-0.0358,7.4375,-0.5,-601.3532,255.0,1
95.144,-0.0369,-3.875,0.23,-601.7459,-255.0,1
95.153,-0.0412,-22.6875,-0.14,-602.1386,-255.0,1
95.163,-0.0412,-0.625,-0.16,-602.5313,-255.0,1
95.174,-0.0401,3.75,0.09,-603.0549,164.16,1
95.184,-0.0445,-22.6875,-0.52,-603.5785,-255.0,1
95.194,-0.0456,-10.75,-0.17,-603.9712,-255.0,1
95.203,-0.0445,5.5625,-0.61,-604.4948,255.0,1
95.213,-0.0478,-14.5,-0.0,-605.0184,-255.0,1
95.225,-0.0511,-19.8125,-0.12,-605.542,-255.0,1
95.235,-0.05,1.375,0.18,-605.9347,-208.32,1
95.245,-0.0511,-2.5,0.09,-606.4583,-255.0,1
95.253,-0.0543,-21.5625,0.03,-606.9819,-255.0,1
95.263,-0.0554,-5.875,0.05,-607.5055,-255.0,1
95.275,-0.0554,3.875,-0.66,-608.0291,108.35,1
95.285,-0.0576,-17.625,-0.24,-608.5527,-255.0,1
95.295,-0.0598,-10.625,0.11,-609.2072,-255.0,1
95.303,-0.0598,0.0,-0.6,-609.7308,-255.0,1
95.313,-0.0609,-7.25,0.21,-610.3853,-255.0,1
95.325,-0.0641,-18.8125,0.28,-611.0398,-255.0,1
95.335,-0.0652,-3.5,-0.44,-611.6943,-255.0,1
95.345,-0.0652,-1.5,-0.15,-612.2179,-255.0,1
95.353,-0.0674,-16.875,-0.0,-613.0033,-255.0,1
95.363,-0.0696,-10.0,-0.38,-613.5269,-255.0,1
95.375,-0.0696,0.1875,-0.2,-614.3123,-255.0,1
95.385,-0.0707,-8.3125,-0.02,-614.9668,-255.0,1
95.395,-0.0729,-10.5,-0.35,-615.6213,-255.0,1
95.403,-0.0729,-3.5,-0.0,-616.4067,-255.0,1
95.413,-0.074,-5.875,-0.08,-617.1921,-255.0,1
95.425,-0.0761,-12.25,-0.0,-617.9775,-255.0,1
95.435,-0.0772,-7.1875,-0.06,-618.7629,-255.0,1
95.445,-0.0783,-5.6875,-0.08,-619.5483,-255.0,1
95.454,-0.0805,-10.5,-0.36,-620.3336,-255.0,1
95.464,-0.0816,-7.6875,-0.02,-621.119,-255.0,1
95.475,-0.0827,-5.1875,0.01,-621.9044,-255.0,1
95.485,-0.0838,-9.4375,-0.26,-622.8207,-255.0,1
95.495,-0.086,-10.0,-0.01,-623.737,-255.0,1
95.504,-0.087,-9.4375,-0.34,-624.6533,-255.0,1
95.514,-0.0892,-11.8125,-0.12,-625.5696,-255.0,1
95.526,-0.0914,-11.75,0.15,-626.4859,-255.0,1
95.535,-0.0936,-11.25,-0.45,-627.4022,-255.0,1
95.545,-0.0958,-12.1875,0.01,-628.3185,-255.0,1
95.554,-0.098,-13.375,-0.42,-629.2348,-255.0,1
95.564,-0.1001,-14.375,-0.07,-630.282,-255.0,1
95.574,-0.1023,-16.8125,0.14,-631.3292,-255.0,1
95.586,-0.1056,-18.75,-0.05,-632.2455,-255.0,1
95.596,-0.1089,-17.9375,0.02,-633.2927,-255.0,1
95.604,-0.1121,-19.75,-0.22,-634.3399,-255.0,1
95.614,-0.1154,-19.625,-0.27,-635.3871,-255.0,1
95.626,-0.1198,-24.375,-0.18,-636.5652,-255.0,1
95.636,-0.1241,-26.3125,-0.14,-637.6124,-255.0,1
95.646,-0.1296,-30.6875,-0.17,-638.6596,-255.0,1
95.654,-0.134,-30.25,-0.13,-639.7068,-255.0,1
95.664,-0.1394,-33.3125,-0.15,-640.8849,-255.0,1
95.676,-0.146,-35.6875,-0.11,-642.063,-255.0,1
95.686,-0.1525,-41.0625,-0.28,-643.2411,-255.0,1
95.695,-0.1612,-46.8125,-0.32,-644.4192,-255.0,1
95.704,-0.1689,-49.9375,0.01,-645.5973,-255.0,1
95.714,-0.1787,-57.375,-0.25,-646.7754,-255.0,1
95.726,-0.1885,-57.375,-0.1,-648.0844,-255.0,1
95.736,-0.1994,-63.8125,-0.18,-649.2625,-255.0,1
