timestamp_ms,angle_rad,velocity,wheel_vel,pwm,is_valid
166057.19047619047,-0.2345095238095238,0.0810047619047619,-2417.666176190476,-255.0,0
171150.88662131518,-0.23490861678004535,0.07110907029478458,-6454.810321315193,-255.0,0
178063.7599611273,-0.2354502429543246,0.05767920310981536,-11933.791661127307,-255.0,0
185964.1866351983,-0.236069244296358,0.04233078346985053,-18195.484620912583,-255.0,0
193958.66600777014,-0.23669561470198705,0.026799644548457548,-24531.721544504824,-255.0,0
201267.9042912644,-0.23726829621570503,0.012599746106041107,-30324.852446074874,-255.0,0
207358.93619417626,-0.23774553081047,0.000766497404027405,-35152.46153071658,-255.0,0
211999.72240591864,-0.23810913812076714,-0.008249311130840176,-38830.639880919785,-255.0,0
215231.6985176678,-0.23836236464043836,-0.014528177789051529,-41392.228374811304,-255.0,0
217283.7468425879,-0.23852314338308675,-0.018514759794265086,-43018.6337677583,-255.0,0
218466.11754408947,-0.23861578256337465,-0.02081179037822147,-43955.753065599194,-255.0,0
219080.33609032407,-0.23866390681287486,-0.022005053019237775,-44442.5682852568,-255.0,0
219365.5089867901,-0.23868625021442852,-0.022559067816852487,-44668.589637240686,-255.0,0
219482.5029955967,-0.23869541673814285,-0.022786355938950828,-44761.3163457469,-255.0,0
219524.2865701705,-0.23869869049661224,-0.022867530268271666,-44794.43302735626,-255.0,0
219537.02061194537,-0.2386996882134791,-0.022892269111493255,-44804.52573032292,-255.0,0
219540.24202132292,-0.23869994061209124,-0.022898527449808238,-44807.078943871034,-255.0,0
219540.89171733183,-0.23869999151601304,-0.022899789635686892,-44807.593877695865,-255.0,0
219540.98968736493,-0.23869999919200124,-0.022899979965303515,-44807.67152644722,-255.0,0
219540.99950892213,-0.23869999996152386,-0.022899999045966835,-44807.6793107832,-255.0,0
219541.0,-0.2387,-0.0229,-44807.6797,-255.0,0
219551.0,-0.2387,0.0055,-81603.1562,-255.0,0
219561.0,-0.2387,0.0316,-67508.0,-255.0,0
219571.0,-0.2376,0.0338,-55847.4766,-255.0,0
219582.0,-0.2376,0.0415,-46201.0469,-255.0,0
219592.0,-0.2376,0.0535,-38220.8281,-255.0,0
219601.0,-0.2365,0.0447,-31619.0195,-255.0,0
