timestamp_ms,angle_rad,velocity,wheel_vel,pwm,is_valid
1335109.5714285714,-0.19647619047619047,-0.0009000000000000002,-700.7881,-230.71428571428572,1
1346392.5646258502,-0.1722403628117914,0.0015761904761904763,-1298.7901952380953,-184.45578231292518,1
1361705.1982507287,-0.1393488824101069,0.004936734693877551,-2110.364467346939,-121.67638483965015,1
1379205.3509648757,-0.10175861909389607,0.008777356656948494,-3037.877921185617,-49.928502013050135,1
1396913.8388303814,-0.06372085264296842,0.012663700310055995,-3976.4332018557084,22.67352227577132,1
1413104.4563074154,-0.028943466173548878,0.01621692879289714,-4834.540887039791,89.05251591126522,1
1426596.6375382768,3.768921763408137e-05,0.019177952528598094,-5549.6306246931945,144.3683439408435,1
1436876.3946665523,0.02211856951567824,0.021433970612941677,-6094.460901000549,186.51373672528405,1
1444035.51123803,0.037496325437530426,0.0230051260645381,-6473.896272000314,215.864992414448,1
1448580.9820770633,0.047259979991087366,0.02400268508142472,-6714.80761866683,234.50071031232991,1
1451200.0390843158,0.052885704757660655,0.024577469086392724,-6853.6184422223005,245.23843348206185,1
1452560.5881789925,0.05580815918185457,0.024876058179882598,-6925.727960952414,250.81647149231222,1
1453192.2716872352,0.057165013021658884,0.025014688830431467,-6959.207380362825,253.4062748542142,1
1453451.423895745,0.05772167100721963,0.025071562943477156,-6972.942526787608,254.46875828473807,1
1453543.978255927,0.05792047743063418,0.02509187512670776,-6977.847936225031,254.8482166527823,1
1453572.1852990303,0.057981066054912905,0.025098065506358992,-6979.342918148816,254.96386110780531,1
1453579.321009339,0.05799639353426913,0.02509963152502076,-6979.7211129807265,254.99311640148673,1
1453580.7601441913,0.05799948479060988,0.025099947360717252,-6979.797387568675,254.9990166287838,1
1453580.9771565897,0.05799995093243904,0.025099994986734975,-6979.808889292254,254.99990634559845,1
1453580.9989122185,0.05799999766344948,0.025099999761273094,-6979.81004234725,254.99999554026658,1
1453581.0,0.058,0.0251,-6979.8101,255.0,1
1453591.0,0.0591,0.024,-12400.0762,255.0,1
1453601.0,0.0591,0.036,-10258.2344,255.0,1
1453612.0,0.0591,0.0349,-8486.3496,255.0,1
1453622.0,0.0591,-0.0218,-7019.3887,255.0,1
1453632.0,0.0591,-0.0447,-5805.8125,255.0,1
1453642.0,0.058,-0.0273,-4801.8555,255.0,1
1453652.0,0.0569,-0.1244,-3970.179,255.0,1
1453662.0,0.0559,-0.12,-3282.1567,255.0,1
1453672.0,0.0548,-0.1113,-2712.9751,255.0,1
1453682.0,0.0537,-0.1909,-2242.1072,255.0,1
1453692.0,0.0515,-0.2083,-1851.4409,255.0,1
1453702.0,0.0493,-0.2378,-1528.2537,255.0,1
1453712.0,0.046,-0.2771,-1260.8899,255.0,1
1453722.0,0.0428,-0.3153,-1038.5768,255.0,1
1453732.0,0.0395,-0.3251,-854.6635,255.0,1
1453742.0,0.0362,-0.4003,-702.5171,-255.0,1
1453752.0,0.0319,-0.4069,-576.6508,-252.73,1
1453762.0,0.0286,-0.3785,-472.525,-206.88,1
1453772.0,0.0242,-0.3916,-386.3846,-200.33,1
1453782.0,0.022,-0.2934,-315.1231,-132.4,1
1453792.0,0.0209,-0.0916,-256.1705,109.97,1
1453802.0,0.0209,-0.1145,-207.4006,94.45,1
1453813.0,0.0209,-0.012,-168.1852,142.91,1
1453823.0,0.0209,0.0971,-135.7434,185.49,1
1453833.0,0.022,0.096,-107.7747,186.78,1
1453843.0,0.0231,0.1047,-85.7675,193.75,1
1453853.0,0.0242,0.1364,-67.5615,212.61,1
1453863.0,0.0253,0.1113,-51.3697,203.32,1
1453873.0,0.0253,0.0785,-37.9747,186.09,1
1453883.0,0.0264,0.0873,-26.8934,201.47,1
1453894.0,0.0275,0.0458,-17.7262,183.58,1
1453903.0,0.0275,0.0153,-9.0118,163.87,1
1453914.0,0.0275,0.0262,-1.8027,164.51,1
1453923.0,0.0275,-0.0436,4.1612,131.14,1
1453933.0,0.0264,-0.0535,9.0949,121.24,1
1453943.0,0.0264,-0.0011,13.1765,147.9,1
1453953.0,0.0253,-0.1036,16.553,92.66,1
1453964.0,0.0242,-0.1025,19.3464,89.17,1
1453973.0,0.0242,-0.0502,21.6572,117.71,1
1453983.0,0.0231,-0.1233,23.5689,77.79,1
1453994.0,0.022,-0.1265,26.2809,68.51,1
1454004.0,0.0209,-0.0829,28.5245,92.57,1
1454014.0,0.0209,-0.1582,29.25,48.02,1
1454023.0,0.0188,-0.1505,29.8502,43.44,1
1454034.0,0.0177,-0.1167,30.3468,56.26,1
1454044.0,0.0166,-0.1778,30.7575,-67.67,1
1454054.0,0.0144,-0.1669,32.2279,-70.88,1
1454064.0,0.0133,-0.1451,32.3137,-64.22,1
1454074.0,0.0111,-0.2127,32.3848,-106.66,1
1454084.0,0.01,-0.1505,33.574,-79.93,1
1454094.0,0.0079,-0.1778,33.4273,-102.22,1
1454104.0,0.0057,-0.2291,32.1755,-138.55,1
1454115.0,0.0035,-0.2018,32.2704,-134.38,1
1454124.0,0.0013,-0.1876,33.4794,-136.74,1
1454134.0,-0.0009,-0.2389,33.3491,-166.45,1
1454145.0,-0.0031,-0.2214,33.2413,-166.64,1
1454155.0,-0.0041,-0.2051,33.1521,-162.97,1
1454165.0,-0.0074,-0.2574,33.0783,-202.36,1
1454174.0,-0.0096,-0.2149,33.0173,-192.01,1
1454184.0,-0.0107,-0.2018,31.8363,-187.46,1
1454195.0,-0.014,-0.2727,30.8593,-240.25,1
1454205.0,-0.0161,-0.2258,30.051,-220.83,1
1454215.0,-0.0183,-0.2018,29.3824,-223.99,1
1454224.0,-0.0205,-0.2629,28.8292,-255.0,1
1454235.0,-0.0227,-0.2007,27.2411,-233.96,1
1454245.0,-0.0238,-0.1276,24.7968,-220.75,1
1454255.0,-0.026,-0.1778,23.9052,-233.36,1
1454266.0,-0.0271,-0.1505,22.0371,-226.74,1
1454275.0,-0.0281,-0.0807,19.3612,-216.21,1
1454286.0,-0.0281,-0.0938,18.278,-198.25,1
1454296.0,-0.0292,-0.0665,16.2514,-190.89,1
1454306.0,-0.0292,-0.0284,14.5748,-173.39,1
1454316.0,-0.0303,-0.036,13.1878,-180.82,1
1454325.0,-0.0303,-0.0196,10.9099,-171.9,1
1454335.0,-0.0303,0.0109,9.0255,-164.34,1
