timestamp(s),angle,velocity,acceleration,wheel_angle,pwm,user_free
139.265,-0.0598,3.375,-0.66,-569.9373,69.56,1
139.275,-0.0631,-16.9375,0.57,-569.8064,-255.0,1
139.284,-0.0663,-17.0625,0.36,-569.6755,-255.0,1
139.294,-0.0663,-4.75,-0.43,-569.5446,-255.0,1
139.305,-0.0685,-7.1875,-0.16,-569.5446,-255.0,1
139.316,-0.0707,-17.875,-0.06,-569.4137,-255.0,1
139.325,-0.0729,-8.125,-0.46,-569.4137,-255.0,1
139.334,-0.0729,-3.5625,0.07,-569.4137,-255.0,1
139.344,-0.0761,-15.8125,-0.21,-569.2828,-255.0,1
139.356,-0.0772,-10.8125,-0.07,-569.2828,-255.0,1
139.366,-0.0783,-4.625,-0.11,-569.4137,-255.0,1
139.376,-0.0805,-10.125,-0.21,-569.4137,-255.0,1
139.384,-0.0816,-11.0,-0.04,-569.4137,-255.0,1
139.394,-0.0827,-5.625,-0.27,-569.5446,-255.0,1
139.406,-0.0849,-8.625,-0.22,-569.6755,-255.0,1
139.416,-0.086,-11.5625,-0.11,-569.8064,-255.0,1
139.426,-0.0881,-8.125,-0.13,-569.8064,-255.0,1
139.434,-0.0892,-10.5625,-0.09,-570.0682,-255.0,1
139.444,-0.0914,-12.8125,-0.22,-570.1991,-255.0,1
139.456,-0.0936,-10.75,-0.08,-570.33,-255.0,1
139.466,-0.0958,-12.6875,-0.1,-570.4609,-255.0,1
139.476,-0.098,-15.0625,-0.28,-570.7227,-255.0,1
139.485,-0.1001,-14.0625,-0.07,-570.9845,-255.0,1
139.495,-0.1034,-17.5,-0.21,-571.1154,-255.0,1
139.505,-0.1067,-17.5,-0.05,-571.3772,-255.0,1
139.515,-0.11,-18.0,-0.07,-571.639,-255.0,1
139.525,-0.1132,-23.3125,-0.14,-572.0317,-255.0,1
139.535,-0.1165,-23.75,-0.15,-572.2935,-255.0,1
139.545,-0.1209,-27.25,-0.18,-572.6862,-255.0,1
139.555,-0.1263,-28.625,-0.29,-572.948,-255.0,1
139.566,-0.1318,-32.0625,-0.0,-573.3407,-255.0,1
139.576,-0.1372,-35.4375,-0.27,-573.7334,-255.0,1
139.585,-0.1438,-37.625,-0.33,-574.1261,-255.0,1
139.595,-0.1503,-40.5625,-0.05,-574.5188,-255.0,1
139.606,-0.158,-45.75,-0.08,-574.9115,-255.0,1
139.615,-0.1667,-48.0625,-0.3,-575.3042,-255.0,1
139.625,-0.1754,-54.25,-0.1,-575.6969,-255.0,1
139.635,-0.1841,-59.25,-0.22,-576.2205,-255.0,1
139.645,-0.1939,-64.625,-0.15,-576.6132,-255.0,1
139.656,-0.207,-72.0625,-0.09,-577.1368,-255.0,1
